1,1,0.000000
1,2,100.000000
1,3,100.000000
1,4,500.000000
1,5,200.000000
1,6,300.000000
1,7,500.000000
1,8,800.000000
1,9,500.000000
1,10,1300.000000
1,11,500.000000
1,12,200.000000
1,13,500.000000
1,14,300.000000
1,15,500.000000
1,16,500.000000
1,17,400.000000
1,18,100.000000
1,19,300.000000
1,20,300.000000
1,21,100.000000
1,22,400.000000
1,23,300.000000
1,24,100.000000
2,1,100.000000
2,2,0.000000
2,3,100.000000
2,4,200.000000
2,5,100.000000
2,6,400.000000
2,7,200.000000
2,8,400.000000
2,9,200.000000
2,10,600.000000
2,11,200.000000
2,12,100.000000
2,13,300.000000
2,14,100.000000
2,15,100.000000
2,16,400.000000
2,17,200.000000
2,18,0.000000
2,19,100.000000
2,20,100.000000
2,21,0.000000
2,22,100.000000
2,23,0.000000
2,24,0.000000
3,1,100.000000
3,2,100.000000
3,3,0.000000
3,4,200.000000
3,5,100.000000
3,6,300.000000
3,7,100.000000
3,8,200.000000
3,9,100.000000
3,10,300.000000
3,11,300.000000
3,12,200.000000
3,13,100.000000
3,14,100.000000
3,15,100.000000
3,16,200.000000
3,17,100.000000
3,18,0.000000
3,19,0.000000
3,20,0.000000
3,21,0.000000
3,22,100.000000
3,23,100.000000
3,24,0.000000
4,1,500.000000
4,2,200.000000
4,3,200.000000
4,4,0.000000
4,5,500.000000
4,6,400.000000
4,7,400.000000
4,8,700.000000
4,9,700.000000
4,10,1200.000000
4,11,1400.000000
4,12,600.000000
4,13,600.000000
4,14,500.000000
4,15,500.000000
4,16,800.000000
4,17,500.000000
4,18,100.000000
4,19,200.000000
4,20,300.000000
4,21,200.000000
4,22,400.000000
4,23,500.000000
4,24,200.000000
5,1,200.000000
5,2,100.000000
5,3,100.000000
5,4,500.000000
5,5,0.000000
5,6,200.000000
5,7,200.000000
5,8,500.000000
5,9,800.000000
5,10,1000.000000
5,11,500.000000
5,12,200.000000
5,13,200.000000
5,14,100.000000
5,15,200.000000
5,16,500.000000
5,17,200.000000
5,18,0.000000
5,19,100.000000
5,20,100.000000
5,21,100.000000
5,22,200.000000
5,23,100.000000
5,24,0.000000
6,1,300.000000
6,2,400.000000
6,3,300.000000
6,4,400.000000
6,5,200.000000
6,6,0.000000
6,7,400.000000
6,8,800.000000
6,9,400.000000
6,10,800.000000
6,11,400.000000
6,12,200.000000
6,13,200.000000
6,14,100.000000
6,15,200.000000
6,16,900.000000
6,17,500.000000
6,18,100.000000
6,19,200.000000
6,20,300.000000
6,21,100.000000
6,22,200.000000
6,23,100.000000
6,24,100.000000
7,1,500.000000
7,2,200.000000
7,3,100.000000
7,4,400.000000
7,5,200.000000
7,6,400.000000
7,7,0.000000
7,8,1000.000000
7,9,600.000000
7,10,1900.000000
7,11,500.000000
7,12,700.000000
7,13,400.000000
7,14,200.000000
7,15,500.000000
7,16,1400.000000
7,17,1000.000000
7,18,200.000000
7,19,400.000000
7,20,500.000000
7,21,200.000000
7,22,500.000000
7,23,200.000000
7,24,100.000000
8,1,800.000000
8,2,400.000000
8,3,200.000000
8,4,700.000000
8,5,500.000000
8,6,800.000000
8,7,1000.000000
8,8,0.000000
8,9,800.000000
8,10,1600.000000
8,11,800.000000
8,12,600.000000
8,13,600.000000
8,14,400.000000
8,15,600.000000
8,16,2200.000000
8,17,1400.000000
8,18,300.000000
8,19,700.000000
8,20,900.000000
8,21,400.000000
8,22,500.000000
8,23,300.000000
8,24,200.000000
9,1,500.000000
9,2,200.000000
9,3,100.000000
9,4,700.000000
9,5,800.000000
9,6,400.000000
9,7,600.000000
9,8,800.000000
9,9,0.000000
9,10,2800.000000
9,11,1400.000000
9,12,600.000000
9,13,600.000000
9,14,600.000000
9,15,900.000000
9,16,1400.000000
9,17,900.000000
9,18,200.000000
9,19,400.000000
9,20,600.000000
9,21,300.000000
9,22,700.000000
9,23,500.000000
9,24,200.000000
10,1,1300.000000
10,2,600.000000
10,3,300.000000
10,4,1200.000000
10,5,1000.000000
10,6,800.000000
10,7,1900.000000
10,8,1600.000000
10,9,2800.000000
10,10,0.000000
10,11,4000.000000
10,12,2000.000000
10,13,1900.000000
10,14,2100.000000
10,15,4000.000000
10,16,4400.000000
10,17,3900.000000
10,18,700.000000
10,19,1800.000000
10,20,2500.000000
10,21,1200.000000
10,22,2600.000000
10,23,1800.000000
10,24,800.000000
11,1,500.000000
11,2,200.000000
11,3,300.000000
11,4,1500.000000
11,5,500.000000
11,6,400.000000
11,7,500.000000
11,8,800.000000
11,9,1400.000000
11,10,3900.000000
11,11,0.000000
11,12,1400.000000
11,13,1000.000000
11,14,1600.000000
11,15,1400.000000
11,16,1400.000000
11,17,1000.000000
11,18,100.000000
11,19,400.000000
11,20,600.000000
11,21,400.000000
11,22,1100.000000
11,23,1300.000000
11,24,600.000000
12,1,200.000000
12,2,100.000000
12,3,200.000000
12,4,600.000000
12,5,200.000000
12,6,200.000000
12,7,700.000000
12,8,600.000000
12,9,600.000000
12,10,2000.000000
12,11,1400.000000
12,12,0.000000
12,13,1300.000000
12,14,700.000000
12,15,700.000000
12,16,700.000000
12,17,600.000000
12,18,200.000000
12,19,300.000000
12,20,400.000000
12,21,300.000000
12,22,700.000000
12,23,700.000000
12,24,500.000000
13,1,500.000000
13,2,300.000000
13,3,100.000000
13,4,600.000000
13,5,200.000000
13,6,200.000000
13,7,400.000000
13,8,600.000000
13,9,600.000000
13,10,1900.000000
13,11,1000.000000
13,12,1300.000000
13,13,0.000000
13,14,600.000000
13,15,700.000000
13,16,600.000000
13,17,500.000000
13,18,100.000000
13,19,300.000000
13,20,600.000000
13,21,600.000000
13,22,1300.000000
13,23,800.000000
13,24,800.000000
14,1,300.000000
14,2,100.000000
14,3,100.000000
14,4,500.000000
14,5,100.000000
14,6,100.000000
14,7,200.000000
14,8,400.000000
14,9,600.000000
14,10,2100.000000
14,11,1600.000000
14,12,700.000000
14,13,600.000000
14,14,0.000000
14,15,1300.000000
14,16,700.000000
14,17,700.000000
14,18,100.000000
14,19,300.000000
14,20,500.000000
14,21,400.000000
14,22,1200.000000
14,23,1100.000000
14,24,400.000000
15,1,500.000000
15,2,100.000000
15,3,100.000000
15,4,500.000000
15,5,200.000000
15,6,200.000000
15,7,500.000000
15,8,600.000000
15,9,1000.000000
15,10,4000.000000
15,11,1400.000000
15,12,700.000000
15,13,700.000000
15,14,1300.000000
15,15,0.000000
15,16,1200.000000
15,17,1500.000000
15,18,200.000000
15,19,800.000000
15,20,1100.000000
15,21,800.000000
15,22,2600.000000
15,23,1000.000000
15,24,400.000000
16,1,500.000000
16,2,400.000000
16,3,200.000000
16,4,800.000000
16,5,500.000000
16,6,900.000000
16,7,1400.000000
16,8,2200.000000
16,9,1400.000000
16,10,4400.000000
16,11,1400.000000
16,12,700.000000
16,13,600.000000
16,14,700.000000
16,15,1200.000000
16,16,0.000000
16,17,2800.000000
16,18,500.000000
16,19,1300.000000
16,20,1600.000000
16,21,600.000000
16,22,1200.000000
16,23,500.000000
16,24,300.000000
17,1,400.000000
17,2,200.000000
17,3,100.000000
17,4,500.000000
17,5,200.000000
17,6,500.000000
17,7,1000.000000
17,8,1400.000000
17,9,900.000000
17,10,3900.000000
17,11,1000.000000
17,12,600.000000
17,13,500.000000
17,14,700.000000
17,15,1500.000000
17,16,2800.000000
17,17,0.000000
17,18,600.000000
17,19,1700.000000
17,20,1700.000000
17,21,600.000000
17,22,1700.000000
17,23,600.000000
17,24,300.000000
18,1,100.000000
18,2,0.000000
18,3,0.000000
18,4,100.000000
18,5,0.000000
18,6,100.000000
18,7,200.000000
18,8,300.000000
18,9,200.000000
18,10,700.000000
